	P_C2R02	P_bablabjr011	P_donghaensis_HJ51	P_lipolytica_CSB02KR	P_lipolytica_LMEB39	P_N12309	P_CO133X	P_CO302Y	P_OFAV1	P_Ps84H4	P_MEBiC03607	P_APAL1	P_bablabjr004	P_SCSIO43101	P_FE4	P_M1318928	P_Hal040	P_gelatinilytica_NH153	P_porphyrae_MNAD16	P_PA2MD11	P_BZK2	P_MB47	P_bablabjr010	P_Cn537	P_ACER1	P_PAST1	P_SDCH90	P_303	P_shioyasakiensis_BMC4	P_B7P1	P_BZA4	P_shioyasakiensis_28	P_shioyasakiensis_BMC2	P_shioyasakiensis_BMC3	P_shioyasakiensis_BMC5	P_2102	P_2103	P_802	P_D15MCD2	P_shioyasakiensis_M1400201	P_126	P_P18	P_shioyasakiensis_LC2	P_SCSIO43088	P_shioyasakiensis_G21653S1	P_CnMc737	P_CO109Y	P_neustronica_PAMC28425	P_ostereae_hOe125	P_ostereae_hOe124	P_ostereae_hOe66	P_SG415	P_SG436	P_SR456	P_SG418	P_SR416	P_SG437	P_SR445	P_SG412	P_SG441	P_rhizosphaerae_hCg42	P_SR414	P_neustronica_SM1927	P_SG411	P_SR448	P_SG448	P_SG4417	P_SR418	P_2CM36K	P_tetradonis_CSB01KR	P_kknpp56	P_SCSIO	P_SCSIO11900	P_S3173	P_SiA1	P_S3260	P_SK20	P_SK18	P_Scap03	P_scap25	P_scap26	P_undina_NEM01	P_undina_NEM02	P_1161b	P_undina_DSM6065	P_2CM32C	P_ECSMB14103	P_APM04	P_DSM	P_17a	P_1131a	P_125	P_1CM17D	P_agarivorans_DSM14585	P_130	P_P111	P_2CM37A	P_2CM41L	P_agarivorans_S816	P_agarivorans_NW4327	P_S2893	P_espejiana_DSM9414	P_NBRC102222	P_NBRC12985	P_S3178	P_translucida_KMM520	P_KMM661	P_SG445	P_SR454	P_aliena_SW19	P_aliena_EH1	P_SG416	P_SG444	P_SG455	P_fuliginea_KMM216	P_fuliginea_S2292	P_AC163	P_TB25	P_distincta_22A13	P_distincta_KMM3548	P_distincta_16SW7	P_distincta_ATCC700518	P_distincta_LMG14908	P_SG453	P_SG456	P_SG431	P_SG452	P_SG433	P_SR417	P_SG435	P_SG434	P_SR435	P_SR433	P_SR451	P_SR411	P_SG451	P_SR455	P_SR442	P_EKP108	P_SR432	P_SR437	P_SR415	P_SG438	P_SR436	P_arctica_NECBIFX0059	P_EB27	P_arctica_A3712	P_arctica_NECBIFX2020001	P_arctica_NECBIFX2020017	P_tunicata_D2	P_xiamenensis_PSDB	P_spongiae_SAO44	P_spongiae_UST010723006	P_MMG024	P_P19	P_G4	P_piratica_OCN003	P_CO325X	P_SW010604	P_MM172	P_ruthenica_S2756	P_ruthenica_LMG19699	P_ruthenica_S3245	P_CnMc713	P_CnMc715	P_CNC920	P_CNAT218	P_CNAT2181	P_CNAT241	P_aurantia_208	P_citrea_DSM8771	P_citrea_S2231	P_citrea_S2233	P_aurantia_S3790	P_aurantia_S3788	P_aurantia_S3895	P_A25	P_amylolytica_JW1	P_JW3	P_phenolica_S3898	P_phenolica_S1093	P_phenolica_S1189	P_phenolica_KCTC12086	P_phenolica_OBC302	P_BZB3	P_phenolica_S3663	P_SMS1	P_B95	P_P94	P_luteoviolacea_2ta16	P_Of7M16	P_McH142	P_PPB1	P_rubra_DSM6842	P_R96	P_rubra_SCSIO_6842	P_XMcav2N	P_XMcav2N2	P_OOF1S7	P_DL2H22	P_rubra_S2471	P_rubra_S1946	P_viridis_BBR56	P_UG31	P_UG32	P_peptidolytica_F1250A1	P_peptidolytica_DSM14001	P_peptidolytica_NBRC101021	P_McH17	P_SCSIO43201	P_galatheae_S4498	P_M1400202	P_OANN1	P_flavipulchra_S1925	P_NJ631	P_A22	P_flavipulchra_SCSIO43202	P_flavipulchra_NCIMB2033	P_flavipulchra_ATCCBAA314	P_flavipulchra_LMG20361	P_CO342X	P_maricaloris_LMG19692	P_BMB	P_CO348	P_OF7H1	P_HMSA03	P_JC28	P_M8	P_XMcav11Q	P_JC3	P_JC31	P_Of11M6	P_DL2H6	P_DL2H1	P_OF5H5	P_Of5H6
P_SG416	0.773945	0.795027	0.793404	0.793333	0.794274	0.79343	0.792146	0.792256	0.792987	0.792573	0.79369	0.79399	0.794229	0.794343	0.794873	0.794599	0.796483	0.794942	0.795695	0.795525	0.795721	0.794196	0.79468	0.794956	0.796806	0.796053	0.792739	0.794078	0.79459	0.795028	0.794368	0.794211	0.794126	0.794329	0.793053	0.792147	0.793359	0.79335	0.794051	0.796107	0.793092	0.794612	0.794759	0.793775	0.793976	0.793328	0.793206	0.809092	0.802145	0.802066	0.802236	0.801654	0.802678	0.801997	0.800973	0.801859	0.802167	0.803376	0.801529	0.8021	0.802838	0.803715	0.802599	0.801798	0.801439	0.801903	0.802667	0.803404	0.813178	0.813796	0.812619	0.812977	0.813559	0.81281	0.812914	0.811457	0.812136	0.81236	0.812861	0.813147	0.813191	0.811349	0.811347	0.811703	0.812225	0.822895	0.821563	0.822383	0.822757	0.818939	0.819355	0.817902	0.821625	0.821244	0.820856	0.821863	0.822275	0.821227	0.82132	0.821263	0.821365	0.824468	0.824822	0.833889	0.8332	0.821828	0.822695	0.822519	0.823473	0.970794	0.972787	1	0.999814	0.999838	0.882049	0.881692	0.870609	0.870275	0.873907	0.874893	0.87356	0.874857	0.874869	0.873792	0.872725	0.873503	0.873007	0.87237	0.873449	0.873175	0.873954	0.873888	0.873157	0.87362	0.874313	0.87284	0.8711	0.872558	0.873191	0.873633	0.873862	0.873591	0.872543	0.873164	0.873121	0.87087	0.876096	0.878087	0.87745	0.780164	0.776889	0.774632	0.775332	0.774317	0.776198	0.771495	0.778772	0.774534	0.776285	0.776877	0.776382	0.776978	0.777116	0.774466	0.772918	0.775188	0.776428	0.775452	0.776894	0.778481	0.782548	0.778533	0.778116	0.77898	0.778905	0.779599	0.780153	0.780132	0.78075	0.778134	0.779571	0.778093	0.777754	0.778462	0.777373	0.776255	0.781799	0.77473	0.778807	0.779103	0.779326	0.780082	0.78125	0.781499	0.780032	0.780437	0.780904	0.781302	0.778848	0.780217	0.78134	0.778847	0.781962	0.778908	0.77854	0.777705	0.777283	0.776269	0.776275	0.778205	0.781437	0.778315	0.77828	0.776789	0.777905	0.780743	0.780347	0.780992	0.781006	0.780631	0.779847	0.779153	0.778713	0.777944	0.777773	0.781101	0.780187	0.779084	0.779271	0.776444	0.778223	0.77519	0.774788	0.776103	0.776268	0.775927
P_SG444	0.775538	0.794303	0.794021	0.793589	0.793717	0.793249	0.792962	0.792934	0.792537	0.791887	0.79267	0.792824	0.793274	0.791619	0.791311	0.792564	0.795983	0.794569	0.794384	0.794733	0.794705	0.794214	0.796017	0.795126	0.795616	0.795468	0.794589	0.794562	0.794209	0.794299	0.794404	0.795239	0.794539	0.795005	0.794496	0.794143	0.794878	0.795208	0.795018	0.795508	0.794192	0.794497	0.795594	0.796189	0.79483	0.795144	0.79492	0.809221	0.802903	0.801515	0.803058	0.801691	0.803156	0.802286	0.80243	0.802202	0.803014	0.803439	0.802702	0.803157	0.80312	0.803384	0.803672	0.802094	0.801758	0.802424	0.802596	0.803575	0.813111	0.814129	0.813521	0.812997	0.813709	0.813997	0.813008	0.812506	0.812497	0.81378	0.813092	0.812627	0.812101	0.811789	0.812013	0.811699	0.811783	0.824969	0.823095	0.823593	0.824003	0.819156	0.819183	0.818887	0.822282	0.821511	0.821798	0.822621	0.822479	0.821799	0.822068	0.822674	0.821373	0.82445	0.824401	0.83411	0.834581	0.822608	0.822364	0.822982	0.82332	0.970982	0.973707	0.999008	1	0.999903	0.883065	0.881022	0.871728	0.871507	0.87443	0.874353	0.873777	0.874787	0.87538	0.873885	0.874342	0.872887	0.873957	0.874497	0.874558	0.87352	0.874604	0.873777	0.874293	0.874682	0.874248	0.874929	0.873579	0.872258	0.87354	0.874772	0.872802	0.87407	0.873224	0.87458	0.873415	0.872267	0.876412	0.877873	0.877161	0.780805	0.776441	0.776593	0.777243	0.776247	0.775369	0.773666	0.776861	0.774526	0.778232	0.775376	0.77445	0.777269	0.775216	0.774922	0.774101	0.77605	0.777459	0.777207	0.777193	0.779375	0.781415	0.779098	0.779927	0.779458	0.77875	0.77993	0.779421	0.779305	0.78007	0.781315	0.781261	0.779599	0.778171	0.780227	0.77759	0.777598	0.781397	0.775803	0.780515	0.780107	0.78097	0.780351	0.779295	0.77983	0.77938	0.779149	0.780603	0.78028	0.779837	0.779512	0.778382	0.781577	0.782219	0.778275	0.777766	0.777388	0.776292	0.775729	0.775359	0.776822	0.778237	0.777503	0.777789	0.777008	0.778287	0.778802	0.779707	0.779871	0.779217	0.779485	0.779898	0.77875	0.779572	0.778474	0.778845	0.780756	0.780665	0.779218	0.778653	0.777854	0.778709	0.7773	0.776987	0.776535	0.776829	0.776617
P_SG455	0.775166	0.794641	0.794022	0.79289	0.793474	0.793193	0.792398	0.792273	0.792161	0.791364	0.791917	0.79218	0.793402	0.792318	0.792327	0.792463	0.795627	0.794286	0.794622	0.794966	0.793291	0.793386	0.794109	0.792614	0.794573	0.794212	0.793465	0.793918	0.793858	0.793581	0.793563	0.793925	0.793072	0.793537	0.792143	0.792195	0.792554	0.793005	0.794148	0.795538	0.793528	0.793536	0.794966	0.794335	0.793898	0.793457	0.793187	0.811556	0.803803	0.803336	0.803893	0.802506	0.803557	0.802493	0.802921	0.803097	0.803291	0.803957	0.803295	0.803483	0.803403	0.803333	0.804161	0.80247	0.802718	0.802553	0.803482	0.803164	0.812792	0.813891	0.812497	0.81481	0.814074	0.812308	0.812839	0.812951	0.813301	0.813739	0.813265	0.813717	0.813747	0.811278	0.811787	0.811272	0.811823	0.823324	0.823096	0.822564	0.823876	0.818564	0.819509	0.818175	0.822636	0.821815	0.820854	0.822288	0.822127	0.821196	0.821268	0.821731	0.820839	0.824369	0.824203	0.832937	0.832843	0.822802	0.823638	0.823102	0.824074	0.970773	0.973035	0.998941	0.999908	1	0.881483	0.880461	0.872643	0.871686	0.874297	0.874372	0.873338	0.874694	0.874854	0.873694	0.874365	0.872147	0.873873	0.873614	0.874309	0.873342	0.873927	0.874204	0.874093	0.874555	0.87452	0.874603	0.871609	0.87274	0.873018	0.874586	0.873627	0.875227	0.87321	0.874555	0.872272	0.872536	0.876376	0.878658	0.876566	0.780186	0.775615	0.77778	0.777424	0.777203	0.775387	0.773013	0.776866	0.77464	0.781168	0.776153	0.777734	0.778388	0.777424	0.78019	0.778111	0.778114	0.779422	0.778231	0.778806	0.778403	0.782709	0.779482	0.779949	0.781189	0.780586	0.782065	0.780106	0.782062	0.782436	0.778457	0.779505	0.778722	0.777007	0.778442	0.777271	0.778203	0.779768	0.77688	0.780031	0.777668	0.779662	0.779751	0.779589	0.782112	0.778591	0.778811	0.783189	0.783488	0.781746	0.782161	0.779121	0.782534	0.782805	0.776925	0.775475	0.778295	0.777904	0.776935	0.775795	0.777527	0.778064	0.777974	0.777767	0.777944	0.777753	0.779967	0.77904	0.778746	0.780231	0.779262	0.779329	0.778596	0.780227	0.778432	0.779426	0.779746	0.781068	0.778384	0.778203	0.777744	0.779686	0.776642	0.776397	0.776824	0.776392	0.776329
P_fuliginea_KMM216	0.777748	0.794863	0.796457	0.795031	0.795139	0.795711	0.793929	0.794047	0.795148	0.794494	0.79472	0.793793	0.794497	0.794381	0.794194	0.793659	0.79528	0.794648	0.795765	0.794813	0.793726	0.794262	0.794297	0.794508	0.794092	0.793474	0.793547	0.794581	0.795065	0.793334	0.794068	0.794522	0.794337	0.794367	0.793732	0.793385	0.793721	0.794239	0.794786	0.794436	0.79291	0.792277	0.794553	0.79398	0.795174	0.794289	0.793793	0.806187	0.802342	0.802917	0.802845	0.802398	0.802	0.802187	0.801712	0.80232	0.801638	0.802883	0.80295	0.801635	0.803189	0.802933	0.802189	0.801962	0.801326	0.80153	0.802518	0.802227	0.814557	0.81443	0.81295	0.814941	0.814416	0.811265	0.813499	0.813837	0.813522	0.813791	0.813938	0.81413	0.814066	0.813447	0.813625	0.813569	0.814501	0.826374	0.826584	0.82657	0.826699	0.824855	0.822488	0.8223	0.823511	0.823537	0.824575	0.82478	0.82423	0.824432	0.825746	0.823632	0.823648	0.828292	0.827774	0.839504	0.840611	0.825107	0.827569	0.826044	0.827209	0.877423	0.879556	0.880044	0.881321	0.880151	1	0.999809	0.907128	0.907025	0.911815	0.914354	0.913469	0.912824	0.913475	0.910042	0.910228	0.910173	0.909285	0.911195	0.9103	0.910592	0.911418	0.910245	0.91163	0.909994	0.912043	0.911422	0.910533	0.909535	0.908697	0.910528	0.911663	0.909864	0.910163	0.910821	0.899311	0.897623	0.906186	0.908032	0.907525	0.780349	0.781406	0.7764	0.777717	0.777504	0.776089	0.776341	0.778094	0.777239	0.77853	0.778967	0.778627	0.780881	0.779955	0.78081	0.77926	0.778232	0.779369	0.778434	0.778704	0.783131	0.78484	0.783254	0.783246	0.782265	0.782367	0.782262	0.782982	0.782739	0.783616	0.777353	0.780953	0.77994	0.78179	0.782389	0.779951	0.780006	0.780759	0.776928	0.780452	0.778492	0.778969	0.781212	0.779308	0.784481	0.781068	0.784173	0.782157	0.782246	0.783381	0.783613	0.77998	0.779929	0.782926	0.779783	0.778623	0.782405	0.781118	0.7816	0.780044	0.781486	0.779316	0.776847	0.778127	0.778158	0.778539	0.777737	0.777016	0.778557	0.779809	0.779119	0.780072	0.78037	0.7801	0.779084	0.77809	0.778032	0.778478	0.778978	0.780403	0.777567	0.778845	0.778407	0.77707	0.77745	0.777071	0.776903
P_fuliginea_S2292	0.776268	0.793497	0.79445	0.793466	0.793154	0.794803	0.792282	0.792544	0.794248	0.794541	0.793906	0.793348	0.795005	0.79478	0.794194	0.794241	0.794781	0.794882	0.795614	0.79426	0.793483	0.793598	0.794621	0.795354	0.793861	0.79382	0.793571	0.794199	0.794651	0.792988	0.79331	0.79476	0.793352	0.793314	0.79296	0.793029	0.79329	0.79404	0.794949	0.795095	0.792927	0.793523	0.794668	0.793243	0.794217	0.794437	0.793902	0.806074	0.801317	0.80328	0.802321	0.800713	0.80073	0.800358	0.801449	0.801823	0.801083	0.801296	0.801857	0.80012	0.802149	0.801355	0.801413	0.800859	0.800004	0.800833	0.800481	0.80062	0.814361	0.813498	0.812796	0.813384	0.813464	0.812568	0.813044	0.813042	0.813845	0.813991	0.812694	0.813165	0.812872	0.812536	0.812876	0.812585	0.813049	0.826431	0.827557	0.826515	0.826678	0.825917	0.823429	0.823372	0.823876	0.824504	0.825012	0.8261	0.824591	0.824843	0.8261	0.823872	0.824898	0.82869	0.828857	0.838746	0.841122	0.826032	0.828197	0.826779	0.827103	0.877713	0.879799	0.881692	0.881819	0.880183	0.999976	1	0.90678	0.9059	0.913295	0.914853	0.913849	0.914516	0.913751	0.910479	0.911015	0.910255	0.910837	0.910662	0.911426	0.910657	0.912196	0.910585	0.91253	0.910331	0.911767	0.911234	0.908607	0.90982	0.909612	0.910678	0.911675	0.910661	0.910729	0.911816	0.898715	0.898664	0.906411	0.908101	0.909178	0.780537	0.782024	0.777485	0.778062	0.779188	0.77918	0.775928	0.777678	0.776793	0.776709	0.779478	0.777355	0.779854	0.779394	0.77865	0.777476	0.777798	0.776644	0.777012	0.776187	0.782441	0.782278	0.78176	0.783604	0.781714	0.781771	0.781688	0.780961	0.783208	0.783134	0.776475	0.778791	0.777708	0.780858	0.780819	0.777477	0.778782	0.780743	0.77593	0.780107	0.778486	0.778366	0.778561	0.778376	0.78184	0.779667	0.781585	0.780765	0.780105	0.778535	0.780071	0.776283	0.779056	0.782625	0.778594	0.777641	0.780903	0.77951	0.781265	0.779733	0.780939	0.778681	0.778022	0.779498	0.780953	0.779455	0.778863	0.777696	0.780167	0.781652	0.779976	0.78155	0.780961	0.78164	0.780394	0.779077	0.779208	0.780273	0.779613	0.780092	0.779195	0.780694	0.780329	0.777934	0.777499	0.777683	0.778134
P_AC163	0.780498	0.800415	0.803332	0.797076	0.802486	0.802236	0.79517	0.794919	0.800365	0.799037	0.80042	0.802391	0.800428	0.801275	0.79513	0.798548	0.794989	0.800021	0.800237	0.796208	0.795048	0.794385	0.798535	0.797974	0.799104	0.799337	0.795277	0.794156	0.79486	0.799775	0.799906	0.801859	0.801386	0.802104	0.80082	0.800803	0.801468	0.802012	0.797359	0.798727	0.797955	0.795958	0.79821	0.796988	0.799971	0.800606	0.800424	0.808746	0.804314	0.804248	0.802643	0.802691	0.801349	0.802455	0.803019	0.80367	0.807364	0.802147	0.804851	0.811863	0.810972	0.814257	0.813016	0.810856	0.802908	0.803087	0.812562	0.803976	0.815969	0.816129	0.814855	0.816737	0.815974	0.819447	0.81983	0.818265	0.818179	0.820543	0.813359	0.813848	0.813834	0.815753	0.815654	0.815719	0.816499	0.826804	0.826262	0.831674	0.82948	0.826598	0.828744	0.827941	0.830729	0.831647	0.829612	0.830607	0.829625	0.828976	0.833538	0.831008	0.82958	0.834125	0.833501	0.853823	0.85239	0.826163	0.831089	0.826453	0.828447	0.868287	0.869341	0.870042	0.871446	0.8713	0.907448	0.908236	1	0.999002	0.971589	0.971377	0.971176	0.969909	0.970351	0.976839	0.976104	0.976645	0.978132	0.978545	0.978063	0.976802	0.977545	0.977639	0.976215	0.977569	0.977323	0.97676	0.969633	0.97112	0.972067	0.972676	0.972824	0.972623	0.973139	0.972746	0.933086	0.934835	0.937036	0.940196	0.93983	0.782007	0.786881	0.789482	0.78394	0.782529	0.777595	0.779514	0.78673	0.780687	0.793151	0.779851	0.778238	0.786567	0.804056	0.782994	0.780393	0.802301	0.801982	0.801679	0.802172	0.786562	0.785162	0.782231	0.784452	0.784389	0.783671	0.784496	0.784684	0.786705	0.786975	0.780664	0.781973	0.78075	0.78133	0.781896	0.78186	0.787839	0.780939	0.778251	0.780376	0.778583	0.780618	0.779569	0.781307	0.786308	0.778494	0.783347	0.781665	0.782372	0.782791	0.78193	0.777416	0.801343	0.788263	0.78252	0.782066	0.784449	0.78302	0.781692	0.783027	0.785962	0.788958	0.780398	0.778016	0.781799	0.779181	0.783589	0.782531	0.781262	0.782805	0.780724	0.780515	0.79221	0.781167	0.778764	0.780909	0.779254	0.780072	0.781833	0.778146	0.778089	0.781779	0.777343	0.793167	0.796034	0.794677	0.794604
P_TB25	0.778702	0.79949	0.800999	0.795578	0.801436	0.801352	0.795239	0.795155	0.800262	0.798011	0.798616	0.801866	0.800783	0.799668	0.795255	0.798328	0.796396	0.800557	0.801354	0.796006	0.796675	0.794502	0.798083	0.798213	0.800472	0.800047	0.796091	0.797504	0.797803	0.799625	0.800235	0.800627	0.801988	0.802011	0.802273	0.801475	0.801306	0.801731	0.795723	0.798448	0.797928	0.795543	0.798039	0.79669	0.801299	0.801309	0.802169	0.808124	0.804139	0.804819	0.803393	0.803524	0.802035	0.802655	0.802996	0.804036	0.806503	0.802825	0.804877	0.80195	0.808952	0.805478	0.813482	0.810069	0.803308	0.803021	0.803605	0.803431	0.815584	0.816221	0.81483	0.816496	0.81593	0.81868	0.817985	0.818445	0.818495	0.820253	0.812333	0.812477	0.812217	0.814226	0.814612	0.813785	0.813878	0.826349	0.826887	0.830471	0.828168	0.827354	0.830411	0.82901	0.831644	0.831682	0.830769	0.831138	0.83086	0.830928	0.833584	0.831163	0.830437	0.834572	0.834591	0.85397	0.852136	0.824789	0.830954	0.826623	0.828248	0.867022	0.869087	0.869353	0.870163	0.870092	0.907914	0.909054	0.998527	1	0.971463	0.970868	0.970932	0.970273	0.969783	0.977071	0.975919	0.976524	0.977296	0.978287	0.977388	0.976429	0.977461	0.976981	0.975516	0.977201	0.97706	0.976375	0.969005	0.971639	0.971828	0.971776	0.973115	0.972277	0.972447	0.972924	0.93377	0.935052	0.937691	0.939694	0.939172	0.778761	0.780601	0.784469	0.77824	0.778561	0.776594	0.779105	0.780562	0.780809	0.793292	0.781614	0.779651	0.783494	0.805429	0.781194	0.780255	0.798204	0.799605	0.799605	0.799511	0.782611	0.783363	0.782667	0.78398	0.783903	0.783519	0.783627	0.78308	0.784556	0.78486	0.780831	0.78195	0.781023	0.779691	0.77984	0.778951	0.78712	0.781299	0.776171	0.77983	0.777827	0.778968	0.778743	0.778883	0.78109	0.777922	0.780875	0.779289	0.779205	0.781761	0.779401	0.778798	0.798079	0.785001	0.779699	0.778508	0.782859	0.782618	0.782285	0.781	0.784809	0.784758	0.775086	0.778196	0.779816	0.781163	0.780166	0.778148	0.780143	0.780596	0.779235	0.780163	0.790961	0.779508	0.778174	0.779525	0.77935	0.779423	0.781268	0.777919	0.777798	0.779108	0.777774	0.789295	0.793489	0.792492	0.792121
P_distincta_22A13	0.776553	0.79554	0.795539	0.795368	0.794752	0.794492	0.795437	0.795602	0.791774	0.792617	0.790537	0.792283	0.791075	0.793959	0.793465	0.793865	0.794034	0.793431	0.794857	0.794567	0.793608	0.794425	0.79595	0.794755	0.794348	0.794118	0.794817	0.794756	0.794522	0.795063	0.794972	0.795049	0.794397	0.794664	0.795019	0.795145	0.794566	0.794715	0.794298	0.7957	0.794244	0.795011	0.793915	0.795151	0.793358	0.793567	0.792668	0.802856	0.802645	0.803324	0.802072	0.802172	0.800395	0.802094	0.804717	0.804449	0.800579	0.802126	0.802926	0.801213	0.803047	0.804412	0.805403	0.802568	0.802321	0.802673	0.803849	0.802667	0.815182	0.815141	0.813965	0.815624	0.814436	0.814206	0.814977	0.814454	0.815549	0.812865	0.813009	0.812856	0.81263	0.813273	0.813624	0.813289	0.812905	0.82717	0.826845	0.827225	0.828249	0.827917	0.826999	0.827765	0.831502	0.831294	0.830477	0.831131	0.830783	0.830363	0.832819	0.830207	0.830345	0.833179	0.832345	0.852717	0.851932	0.825919	0.827551	0.826757	0.827242	0.868923	0.871178	0.871933	0.871308	0.871294	0.912426	0.911993	0.969567	0.970465	1	0.981671	0.979486	0.979667	0.979435	0.971553	0.970752	0.970979	0.972617	0.972571	0.972616	0.972397	0.973024	0.971875	0.973825	0.972082	0.972	0.972093	0.968422	0.973114	0.972483	0.973496	0.973466	0.972842	0.972779	0.972915	0.930451	0.931079	0.940647	0.941415	0.941015	0.778296	0.780475	0.773784	0.774778	0.775296	0.776597	0.776924	0.774134	0.776233	0.775375	0.775242	0.77486	0.776768	0.775646	0.777906	0.777324	0.775877	0.777424	0.777286	0.776879	0.778472	0.780223	0.780642	0.779829	0.780481	0.779189	0.779538	0.780946	0.779219	0.779186	0.777698	0.779922	0.778531	0.780116	0.780118	0.777932	0.779003	0.780869	0.77641	0.774287	0.775568	0.775281	0.778035	0.776296	0.778411	0.775671	0.77642	0.773714	0.773937	0.776328	0.775456	0.77486	0.779267	0.776576	0.774256	0.773975	0.778121	0.777515	0.778146	0.777339	0.778076	0.777368	0.777791	0.776255	0.777883	0.777658	0.779515	0.778979	0.780818	0.780136	0.78061	0.778313	0.780104	0.778622	0.776465	0.776441	0.776371	0.777716	0.777029	0.776704	0.775859	0.776947	0.776845	0.776673	0.77648	0.776323	0.776112
P_distincta_KMM3548	0.777601	0.795927	0.795391	0.795662	0.79523	0.796212	0.795402	0.795357	0.795505	0.794444	0.794755	0.796074	0.796123	0.797718	0.796263	0.795245	0.796247	0.795725	0.796668	0.795161	0.796051	0.79524	0.796782	0.795482	0.797224	0.796688	0.795481	0.795221	0.794918	0.796866	0.796937	0.796438	0.795505	0.795873	0.795922	0.795722	0.795515	0.795732	0.797755	0.79627	0.7962	0.79762	0.79764	0.796728	0.795765	0.795969	0.795654	0.80684	0.804596	0.803712	0.80445	0.805391	0.805396	0.8074	0.807008	0.807168	0.806484	0.806997	0.805982	0.806614	0.809205	0.80783	0.808603	0.809332	0.806777	0.806478	0.806484	0.807408	0.815769	0.816828	0.815873	0.818293	0.818231	0.816625	0.816427	0.816816	0.816763	0.816323	0.814873	0.815723	0.815507	0.816311	0.816404	0.814768	0.817081	0.82853	0.828012	0.829484	0.829873	0.830118	0.82971	0.830215	0.833415	0.833077	0.831208	0.831813	0.831857	0.832765	0.833563	0.831801	0.831049	0.837726	0.837184	0.854138	0.853089	0.828412	0.829269	0.829941	0.830046	0.870577	0.873653	0.87296	0.874178	0.872956	0.9141	0.913096	0.970624	0.970914	0.981954	1	0.979975	0.978666	0.978869	0.972424	0.971892	0.973001	0.973738	0.973921	0.973391	0.973804	0.973148	0.973247	0.973897	0.973537	0.973041	0.973727	0.969277	0.973002	0.974282	0.973943	0.973822	0.97441	0.973228	0.974122	0.930058	0.930447	0.940182	0.941057	0.941716	0.782813	0.77904	0.783067	0.778837	0.780787	0.77683	0.779836	0.779428	0.778863	0.779742	0.778409	0.777232	0.781349	0.784122	0.780047	0.777706	0.780575	0.781168	0.781734	0.781498	0.785448	0.78314	0.781019	0.782113	0.783175	0.781675	0.782919	0.785952	0.785595	0.784525	0.781786	0.784102	0.780528	0.781223	0.781193	0.78142	0.781028	0.779678	0.776686	0.779061	0.779056	0.77868	0.781698	0.7808	0.782857	0.779689	0.780032	0.777674	0.777525	0.77847	0.781055	0.779667	0.78095	0.784053	0.781813	0.781348	0.780282	0.779736	0.778783	0.77883	0.780718	0.781844	0.778101	0.779781	0.779831	0.780337	0.784359	0.784654	0.78323	0.781031	0.78144	0.780271	0.784712	0.781211	0.77959	0.780363	0.780496	0.781098	0.783448	0.780188	0.780432	0.782772	0.779261	0.783886	0.784861	0.784503	0.785046
P_distincta_16SW7	0.776283	0.795741	0.799117	0.796469	0.796127	0.799737	0.795156	0.795084	0.794544	0.793122	0.796338	0.793256	0.793654	0.799408	0.79861	0.796957	0.797603	0.794649	0.796344	0.796494	0.796486	0.795139	0.795337	0.795779	0.796455	0.796198	0.79764	0.796579	0.796498	0.797123	0.796711	0.797895	0.796979	0.796838	0.797998	0.796692	0.797082	0.797119	0.800728	0.797095	0.795534	0.797083	0.796517	0.797417	0.795159	0.794887	0.796427	0.805712	0.806155	0.80545	0.803037	0.803064	0.803116	0.802532	0.804087	0.803819	0.80385	0.804283	0.804722	0.80352	0.80681	0.80439	0.804348	0.804454	0.803755	0.804028	0.804883	0.80434	0.816289	0.818679	0.81574	0.817477	0.816735	0.815028	0.816853	0.816496	0.81594	0.814399	0.81621	0.816058	0.81606	0.816852	0.816821	0.813854	0.817692	0.828647	0.8278	0.82995	0.830249	0.828026	0.827965	0.8277	0.831109	0.83222	0.831453	0.831035	0.830407	0.831274	0.831316	0.830233	0.831194	0.838095	0.834517	0.853804	0.853838	0.827195	0.830432	0.827225	0.829213	0.870511	0.873065	0.873418	0.87297	0.872808	0.913756	0.914012	0.969177	0.96917	0.978732	0.979022	1	0.982152	0.981742	0.971975	0.971634	0.972325	0.972033	0.972683	0.973118	0.973394	0.972851	0.972188	0.973425	0.972335	0.971533	0.971968	0.968455	0.971201	0.972195	0.972458	0.972355	0.972351	0.972366	0.972199	0.929827	0.929756	0.939584	0.941109	0.940148	0.784191	0.787567	0.783192	0.782332	0.777439	0.776324	0.778649	0.787839	0.780562	0.776916	0.779901	0.776979	0.786628	0.780353	0.780253	0.778834	0.777266	0.777438	0.777797	0.777964	0.783208	0.785641	0.782366	0.783458	0.78262	0.783663	0.782842	0.788626	0.786997	0.787389	0.778956	0.781747	0.780246	0.786526	0.783184	0.781319	0.782092	0.780585	0.779008	0.781108	0.778902	0.778858	0.778561	0.777207	0.789591	0.779873	0.792079	0.781786	0.781794	0.77956	0.779926	0.778339	0.780592	0.791532	0.785884	0.785095	0.786405	0.784527	0.783567	0.782374	0.789405	0.786654	0.77882	0.77994	0.782668	0.781058	0.785266	0.785885	0.782076	0.782675	0.780423	0.780173	0.781513	0.780247	0.776663	0.778082	0.779404	0.780672	0.788311	0.778493	0.777846	0.78414	0.778275	0.776881	0.777353	0.777307	0.777376
